Sp,Training data,New data,Ensemble,Trait.1,Trait.2,Trait.3,Hybrid,Network.1,Network.2,Network.3,Network.4,Source
Scotophilus nucella,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros ridleyi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Kerivoula whiteheadi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus melanotus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Harpyionycteris celebensis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Myotis adversus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Rhinolophus euryotis,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Murina fusca,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Eudiscopus denticulus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Mimetillus moloneyi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis fimbriatus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon bivittatus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Arielulus aureocollaris,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Hypsugo alaschanicus,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Suspected,NA,NA,NA,NA,
Rhinolophus imaizumii,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Myopterus daubentonii,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Dobsonia magna,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,Suspected,NA,NA,NA,NA,
Tadarida insignis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Scotoecus hindei,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Chaerephon ansorgei,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Kerivoula pellucida,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis schaubi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Murina hilgendorfi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Eptesicus platyops,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Nycteris arge,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus deckenii,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pteropus niger,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus hillorum,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Pteropus chrysoproctus,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus formosae,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Falsistrellus petersi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus nanulus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros obscurus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Myotis ikonnikovi,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Acerodon leucotis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Myotis csorbai,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Rhinolophus siamensis,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Rhinopoma muscatellum,Unreported,Unreported,Suspected,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Dobsonia exoleta,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myonycteris brachycephala,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Emballonura monticola,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Cheiromeles torquatus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Nyctimene aello,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Hypsugo bodenheimeri,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Suspected,NA,NA,NA,NA,
Chaerephon bemmeleni,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula lanosa,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus caniceps,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus canuti,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Pipistrellus endoi,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Miniopterus africanus,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Pteropus griseus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis tricolor,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Taphozous mauritianus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros hypophyllus,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Myotis gomantongensis,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Hipposideros halophyllus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Hypsugo ariel,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Suspected,NA,NA,NA,NA,
Phoniscus jagorii,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis bombinus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Nyctimene albiventer,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros nequam,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,Suspected,NA,NA,NA,NA,
Pteropus macrotis,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Mops thersites,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus tokudae,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Pipistrellus stenopterus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus speciosus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis annamiticus,Unreported,Unreported,Suspected,Unlikely,Suspected,NA,NA,NA,NA,NA,NA,
Myotis macrotarsus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Eptesicus floweri,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Dobsonia viridis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Rousettus obliviosus,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Arielulus torquatus,Unreported,Unreported,Suspected,Suspected,Suspected,NA,NA,NA,NA,NA,NA,
Pteropus brunneus,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Rhinolophus keyensis,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Mops congicus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros lamottei,Unreported,Unreported,Suspected,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Dobsonia peronii,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris major,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Neopteryx frosti,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon russatus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris beatrix,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus personatus,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Mops sarasinorum,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros pygmaeus,Unreported,Unreported,Suspected,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Pteropus pselaphon,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,Suspected,NA,NA,NA,NA,
Hypsugo eisentrauti,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Mops mops,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus ocularis,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pteropus lombocensis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus pilosus,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Asellia patrizii,Unreported,Unreported,Suspected,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Saccolaimus peli,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Eptesicus tatei,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus subniger,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Dobsonia chapmani,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Murina silvatica,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Dobsonia crenulata,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus mariannus,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus adami,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Miniopterus tristis,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon aloysiisabaudiae,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Paranyctimene raptor,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pipistrellus maderensis,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Laephotis wintoni,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus melanopogon,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nycteris javanica,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus silvestris,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus hilli,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Pteropus seychellensis,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Aproteles bulmerae,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Alionycteris paucidentata,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Myotis pruinosus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Rousettus linduensis,Unreported,Unreported,Suspected,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Murina suilla,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis hajastanicus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Rhinolophus nereis,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros megalotis,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Syconycteris carolinae,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pteropus voeltzkowi,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Mops spurrelli,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Scotoecus albigula,Unreported,Unreported,Suspected,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Hipposideros madurae,Unreported,Unreported,Suspected,Unlikely,Suspected,NA,NA,NA,NA,NA,NA,
Myotis welwitschii,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus livingstonii,Unreported,Unreported,Suspected,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Mops nanulus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Eptesicus bobrinskoi,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Pipistrellus westralis,Unreported,Unreported,Suspected,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Mops demonstrator,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Eptesicus hottentotus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula minuta,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros dyacorum,Unreported,Unreported,Suspected,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Tadarida ventralis,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus medius,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Mops brachypterus,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris intermedia,Unreported,Unreported,Suspected,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hypsugo arabicus,Unreported,Unreported,Suspected,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Plecotus taivanus,Unreported,Unreported,Suspected,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Rhinolophus madurensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Acerodon humilis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Kerivoula phalaena,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Rhinolophus cognatus,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Chaerephon johorensis,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Nycteris aurita,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Murina puta,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Neoromicia melckorum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Craseonycteris thonglongyai,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Paranyctimene tenax,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Nyctimene certans,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Myotis ridleyi,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Eptesicus japonensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Triaenops rufus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Hipposideros durgadasi,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Otomops martiensseni,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula smithii,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Scotophilus celebensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris humeralis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus pohlei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nyctophilus bifax,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Murina grisea,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Scotophilus collinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctimene draconilla,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Platymops setiger,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Falsistrellus mordax,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hesperoptenus tomesi,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Cheiromeles parvidens,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hypsugo imbricatus,Unreported,Unreported,Unlikely,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Nyctimene cyclotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pteropus temminckii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Chaerephon shortridgei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Hypsugo anthonyi,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Plecotus teneriffae,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Nyctimene robinsoni,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hypsugo joffrei,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Phoniscus atrox,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Tadarida fulminans,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris superba,Unreported,Unreported,Unlikely,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Myopterus whitleyi,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis morrisi,Unreported,Unreported,Unlikely,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Kerivoula intermedia,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Myotis frater,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus loochoensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Cloeotis percivali,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hypsugo macrotis,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus aldabrensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Glauconycteris egeria,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mystacina robusta,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Myotis ater,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros camerunensis,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Coelops robinsoni,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Suspected,NA,NA,NA,NA,
Otomops wroughtoni,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Chaerephon chapini,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon jobensis,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Suspected,NA,NA,NA,NA,
Eptesicus matroka,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula argentata,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros orbiculus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Pteropus keyensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nycteris parisii,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Murina ussuriensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rhinolophus ruwenzorii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Pipistrellus adamsi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctophilus geoffroyi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros doriae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros curtus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nyctophilus arnhemensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus gleni,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Scotophilus robustus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Neoromicia flavescens,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus faunulus,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Kerivoula lenis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Melonycteris melanops,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros stenotis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Pteropus rayneri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Mops niveiventer,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Nyctimene major,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Hipposideros inexpectatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Pteropus yapensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Taphozous hamiltoni,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Otomops formosus,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Laephotis botswanae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Dobsonia beauforti,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vespadelus caurinus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Murina aenea,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros breviceps,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Hipposideros sorenseni,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,NA,NA,
Hipposideros coxi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Syconycteris hobbit,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nyctimene masalai,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nycteris woodi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Glauconycteris gleni,Unreported,Unreported,Unlikely,Suspected,Suspected,NA,Unlikely,NA,NA,NA,NA,
Neoromicia brunneus,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Rhinolophus montanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Suspected,NA,NA,NA,NA,
Arielulus societatis,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteralopex atrata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
