"Sp","Betacov","R.Alb","R.Car3","R.Gut1","R.Stock1","P.Alb","P.Car3","P.Gut1","P.Stock1","InSample","Rank","PropRank"
"Artibeus fraterculus",0,0.902877697841727,0.815412186379928,0.839605734767025,0.618595825426945,0.122833333333333,0.0357658111035396,0.119904478869894,0.169020042286758,0,844.375,0.794122861103906
"Mormopterus minutus",0,0.947584789311408,0.889784946236559,0.925627240143369,0.413662239089184,0.117166666666667,0.0242200077453437,0.0682503542340828,0.232976041777835,0,846,0.79416480369513
"Otomops papuensis",0,0.978931140801644,0.881720430107527,0.816308243727599,0.501897533206831,0.11025,0.0249410502517216,0.133345717432457,0.206705989196197,0,844.125,0.7947143369609
"Pygoderma bilabiatum",0,0.767728674203494,0.718637992831541,0.739247311827957,0.954459203036053,0.13825,0.0525472429533494,0.191143098711292,0.0581732563903413,0,845,0.795018295474761
"Mimon cozumelae",0,0.749229188078109,0.958781362007168,0.661290322580645,0.819734345351044,0.139583333333333,0.0153201190459256,0.238990084818474,0.107298099777487,0,850.25,0.797258804504241
"Platyrrhinus brachycephalus",0,0.665981500513875,0.698924731182796,0.889784946236559,0.939278937381404,0.149833333333333,0.0571351006940464,0.0881793633294227,0.0645108072863561,0,852.75,0.798492528828658
"Nyctophilus microdon",0,0.596608427543679,0.919354838709677,0.886200716845878,0.795066413662239,0.169416666666667,0.0208425146751069,0.0910427478222619,0.115156139745237,0,858.375,0.799307599190368
"Myotis vivesi",0,0.475334018499486,0.939964157706093,0.947132616487455,0.834914611005693,0.176666666666667,0.0182445072096726,0.0526547376728975,0.0998763736798174,0,862.125,0.799336350924682
"Myotis martiniquensis",0,0.458890030832477,0.913978494623656,0.975806451612903,0.851043643263757,0.177583333333333,0.0216846708780307,0.0351370449302324,0.0948425226608225,0,863.125,0.799929655083198
"Erophylla sezekorni",0,0.877697841726619,0.758960573476703,0.602150537634409,0.962998102466793,0.125083333333333,0.0441503449995246,0.306414470058532,0.0547363300850665,0,847,0.800451763826131
"Kerivoula agnella",0,0.516443987667009,0.949820788530466,0.943548387096774,0.793168880455408,0.174666666666667,0.0165179013765457,0.0544869692805388,0.115991830969494,0,862.875,0.800745510937414
"Sturnira bogotensis",0,0.772867420349435,0.712365591397849,0.836917562724014,0.883301707779886,0.13775,0.0547381302826003,0.122252563723991,0.086024037811117,0,853,0.801363070562796
"Ametrida centurio",0,0.68705035971223,0.627240143369176,0.933691756272401,0.961100569259962,0.14625,0.0737742681703703,0.0637779371416081,0.0554071954764071,0,855.875,0.802270707153442
"Myotis aelleni",0,0.442959917780062,0.991039426523297,0.995519713261649,0.781783681214421,0.178333333333333,0.00671203820731946,0.0181189237910703,0.120215081987563,0,868,0.802825684694857
"Eumops trumbulli",0,0.766700924974306,0.912186379928315,0.882616487455197,0.650853889943074,0.1385,0.0217805941748776,0.0949736548399409,0.160241250596431,0,858.75,0.803089420575223
"Anoura cultrata",0,0.701952723535457,0.853942652329749,0.832437275985663,0.829222011385199,0.144333333333333,0.0284139734800385,0.124615992431371,0.101764427099447,0,859.75,0.804388665809017
"Myotis peninsularis",0,0.567831449126413,0.895161290322581,0.988351254480287,0.767552182163188,0.171583333333333,0.023293168682074,0.0250108375473451,0.124667592648233,0,865.875,0.804724044023117
"Chaerephon bregullae",0,0.967625899280576,0.995519713261649,0.826164874551971,0.432637571157495,0.112916666666667,0.00478094682975231,0.12928842946196,0.224690184276424,0,857.625,0.805487014562923
"Rhogeessa genowaysi",0,0.612024665981501,0.959677419354839,0.966845878136201,0.68595825426945,0.168333333333333,0.0147120218051254,0.0430676512247353,0.148980239344271,0,867.125,0.806126554435497
"Nyctiellus lepidus",0,0.966084275436793,0.887992831541219,0.89336917562724,0.477229601518027,0.11375,0.0244207156517114,0.086313314446497,0.213297180334925,0,857.75,0.80616897103082
"Emballonura dianae",0,0.993833504624872,0.873655913978495,0.841397849462366,0.516129032258065,0.1065,0.0264395193389057,0.117988488905429,0.204122839242841,0,856.25,0.806254075080949
"Pteralopex taki",0,NA,0.781362007168459,0.831541218637993,NA,NA,0.0400229429164149,0.124818076206591,NA,0,900,0.806451612903226
"Histiotus macrotus",0,0.490236382322713,0.961469534050179,0.873655913978495,0.901328273244782,0.175833333333333,0.0145111208435469,0.10053197842812,0.080579959425418,0,868.75,0.806672525899042
"Histiotus magellanicus",0,0.593011305241521,0.977598566308244,0.941756272401434,0.716318785578748,0.17,0.0102378914043313,0.0563185784101286,0.141195575541536,0,868.5,0.807171232382486
"Phyllostomus latifolius",0,0.79136690647482,0.980286738351254,0.871863799283154,0.589184060721063,0.135833333333333,0.00932808116270066,0.10079250933531,0.177082371330189,0,864.5,0.808175376207573
"Sturnira mordax",0,0.876156217882837,0.779569892473118,0.685483870967742,0.894686907020873,0.12525,0.0403346067734326,0.223752335545141,0.0825209106325781,0,857.625,0.808974222086142
"Melonycteris fardoulisi",0,NA,0.767025089605735,0.854838709677419,NA,NA,0.0428885273375164,0.109484305563216,NA,0,905,0.810931899641577
"Chiroderma trinitatum",0,0.723535457348407,0.681003584229391,0.896953405017921,0.946869070208729,0.14175,0.0628881549790438,0.0836335486247982,0.0620252195307074,0,865.75,0.812090379201112
"Eumops maurus",0,0.831449126413155,0.901433691756272,0.897849462365591,0.617647058823529,0.131833333333333,0.0224592455313725,0.0827152127257841,0.169358192630824,0,867,0.812094834839637
"Natalus primus",0,0.991778006166495,0.8584229390681,0.89247311827957,0.50853889943074,0.10725,0.0278262581402723,0.087301019169689,0.205770091001616,0,863.75,0.812803240736226
"Lonchophylla mordax",0,0.89054470709147,0.859318996415771,0.653225806451613,0.850094876660342,0.123583333333333,0.0277922458071612,0.247931118687945,0.0955220200203085,0,862.625,0.813296096654799
"Molossus currentium",0,0.822199383350462,0.89426523297491,0.834229390681004,0.70303605313093,0.133083333333333,0.0234014280267125,0.122940266808629,0.144779388422903,0,867.5,0.813432515034327
"Kerivoula myrella",0,0.511819116135663,0.918458781362007,0.967741935483871,0.872865275142315,0.175,0.0209113184095678,0.0425069820498769,0.088823956413102,0,880.75,0.817721277030964
"Vampyressa nymphaea",0,0.823227132579651,0.780465949820789,0.881720430107527,0.785578747628083,0.133,0.0400923110449438,0.0950571003230364,0.119494757007574,0,871,0.817748065034012
"Lophostoma brasiliense",0,0.711716341212744,0.922043010752688,0.702508960573477,0.935483870967742,0.143333333333333,0.0207531760164015,0.211688717074359,0.0677015028563664,0,872.875,0.817938045876663
"Pharotis imogene",0,0.600205549845838,0.984767025089606,0.907706093189964,0.783681214421252,0.169166666666667,0.00887074065829042,0.0793908232312981,0.119842986269436,0,880.5,0.819089970636665
"Chilonatalus tumidifrons",0,0.978931140801644,0.940860215053763,0.990143369175627,0.369070208728653,0.11025,0.0182170975346066,0.0244183759495045,0.250345063471684,0,874.125,0.819751233439922
"Natalus major",0,0.983556012332991,0.848566308243728,0.905017921146953,0.545540796963947,0.108666666666667,0.0290399582177193,0.0799218604682491,0.192183442975649,0,872.25,0.820670259671905
"Mormopterus kalinowskii",0,0.945015416238438,0.981182795698925,0.978494623655914,0.379506641366224,0.11725,0.00926346860739329,0.0321845242836285,0.246702464115656,0,876.625,0.821049869239875
"Molossus coibensis",0,0.734326824254882,0.860215053763441,0.909498207885305,0.78842504743833,0.14075,0.027783861097986,0.0789799639266025,0.118133799473333,0,880.125,0.823116283335489
"Myotis findleyi",0,0.520041109969168,0.956093189964158,0.99910394265233,0.821631878557875,0.174333333333333,0.0157451784917303,0.0143409182954676,0.10397945443929,0,888.5,0.824217530285882
"Micronycteris schmidtorum",0,0.708119218910586,0.943548387096774,0.668458781362007,0.981973434535104,0.14375,0.0179852690852541,0.236237664070545,0.0453325721723259,0,880.75,0.825524955476118
"Myotis atacamensis",0,0.545734840698869,0.978494623655914,0.952508960573477,0.832068311195446,0.173166666666667,0.00995946015502314,0.0496040695193813,0.100653078749421,0,890.75,0.827201684030927
"Sturnira luisi",0,0.753340184994861,0.789426523297491,0.913978494623656,0.853889943074004,0.1395,0.0387960565331469,0.077359481502754,0.0942016346349789,0,883.5,0.827658786497503
"Vampyressa bidens",0,0.678314491264132,0.717741935483871,0.919354838709677,0.995256166982922,0.146916666666667,0.0528728804369421,0.0748764883225905,0.0308360970524844,0,884,0.827666858110151
"Balantiopteryx io",0,0.965056526207605,0.850358422939068,0.903225806451613,0.596774193548387,0.114583333333333,0.0289065281991789,0.0805146536638218,0.176150322886119,0,881.25,0.828853737286668
"Sturnira magna",0,0.81808838643371,0.795698924731183,0.89426523297491,0.813092979127135,0.1335,0.0379242216091461,0.0861180595467877,0.108862581632042,0,884.75,0.830286380816734
"Cormura brevirostris",0,0.927029804727646,0.824372759856631,0.811827956989247,0.758064516129032,0.11975,0.0345697611829624,0.136120107255257,0.127074755349208,0,881.75,0.830323759425639
"Glyphonycteris daviesi",0,0.711716341212744,0.942652329749104,0.779569892473118,0.88899430740038,0.143333333333333,0.0180005913799512,0.159197632468334,0.0845080365859229,0,887.875,0.830733217708836
"Phyllops falcatus",0,0.874614594039055,0.67741935483871,0.850358422939068,0.927893738140417,0.125416666666667,0.0633947115519588,0.111332531154441,0.0699445763075189,0,883.5,0.832571527489312
"Saccolaimus mixtus",0,0.985097636176773,0.839605734767025,0.725806451612903,0.780834914611006,0.1085,0.0308945816996512,0.196112868483836,0.120370973227106,0,882.125,0.832836184291927
"Macrotus waterhousii",0,0.789311408016444,0.906810035842294,0.738351254480287,0.904174573055028,0.136166666666667,0.022030234231196,0.191242628542826,0.0799614308274142,0,889.25,0.834661817848513
"Lasiurus castaneus",0,0.439362795477903,0.973118279569892,0.983870967741935,0.944971537001898,0.178416666666667,0.0113712656771529,0.0280571002127122,0.063024249808239,0,901.875,0.835330894947907
"Saccopteryx canescens",0,0.902877697841727,0.85663082437276,0.944444444444444,0.645161290322581,0.122833333333333,0.0280302054359225,0.0541382530587621,0.161588491809248,0,892.125,0.837278564245378
"Thyroptera discifera",0,0.776978417266187,0.904121863799283,0.96505376344086,0.715370018975332,0.13725,0.0221085479158997,0.0433322049475491,0.141543572011291,0,899,0.840381015870416
"Sphaeronycteris toxophyllum",0,0.741007194244604,0.755376344086022,0.946236559139785,0.919354838709677,0.140333333333333,0.0445803231911026,0.0534983480690854,0.0736180713019145,0,897.25,0.840493734045022
"Myotis insularum",0,0.426002055498458,1,1,0.937381404174573,0.179083333333333,0.00197550510354645,0.00964935740736663,0.0665335204942506,0,908.625,0.840845864918258
"Sturnira bidens",0,0.816546762589928,0.742831541218638,0.92831541218638,0.876660341555977,0.133666666666667,0.0476559863318515,0.0661330492073555,0.0877222488372073,0,895.875,0.841088514387731
"Glossophaga leachii",0,0.810894141829394,0.777777777777778,0.844982078853047,0.93168880455408,0.1345,0.0408073180663693,0.115943767845285,0.0692332248696772,0,895.5,0.841335700753574
"Pteropus banakrisi",0,NA,0.771505376344086,0.912186379928315,NA,NA,0.0417765230734161,0.0782729790533534,NA,0,939.5,0.841845878136201
"Chilonatalus micropus",0,0.987667009249743,0.874551971326165,0.954301075268817,0.55123339658444,0.1075,0.0263242225785156,0.0491233218343947,0.190778028146806,0,895.75,0.841938363107291
"Mormopterus phrudus",0,0.958890030832477,0.990143369175627,0.99820788530466,0.429791271347249,0.115583333333333,0.00747335459312469,0.0150333510195833,0.225324794777296,0,901.25,0.844258139165003
"Sturnira oporaphilum",0,0.845837615621788,0.769713261648746,0.874551971326165,0.893738140417457,0.129916666666667,0.0419451208574046,0.0989158092388547,0.0829747806810038,0,900,0.845960247253539
"Peropteryx trinitatis",0,0.995889003083248,0.897849462365591,0.896057347670251,0.604364326375712,0.103,0.0229282148156792,0.0841835574953642,0.174895359217408,0,902,0.8485400348737
"Nyctimene sanctacrucis",0,NA,0.816308243727599,0.880824372759857,NA,NA,0.0357493388692472,0.0955014970558538,NA,0,947,0.848566308243728
"Sturnira thomasi",0,0.908530318602261,0.663082437275986,0.898745519713262,0.928842504743833,0.12225,0.0671280782013604,0.0814031711363527,0.0696830037807001,0,901.5,0.849800195083835
"Phyllonycteris poeyi",0,0.876156217882837,0.802867383512545,0.78673835125448,0.936432637571157,0.12525,0.0374818820066524,0.154273570990657,0.0671259343037421,0,903.375,0.850548647555255
"Cyttarops alecto",0,0.921377183967112,0.931003584229391,0.918458781362007,0.633776091081594,0.120166666666667,0.01993491617093,0.0753816275787489,0.164031929313282,0,907.125,0.851153910160026
"Lonchophylla thomasi",0,0.714285714285714,0.843189964157706,0.908602150537634,0.942125237191651,0.143083333333333,0.0304280275676719,0.0792211144238545,0.0634618114714844,0,910.75,0.852050766543176
"Ectophylla alba",0,0.830421377183967,0.702508960573477,0.932795698924731,0.944022770398482,0.131916666666667,0.0567488100778036,0.0640170385637265,0.0631055360596648,0,907,0.852437201770164
"Erophylla bombifrons",0,0.899794450154162,0.788530465949821,0.781362007168459,0.945920303605313,0.122916666666667,0.0389585703074812,0.158215454150698,0.0628414208558907,0,906.125,0.853901806719439
"Lasiurus degelidus",0,0.60945529290853,0.920698924731183,0.956989247311828,0.929791271347249,0.1685,0.0208320156438778,0.0474696719764841,0.0694800973869566,0,917.125,0.854233684074697
"Micronycteris minuta",0,0.778520041109969,0.947132616487455,0.708781362007168,0.984819734345351,0.137166666666667,0.0172254890061057,0.209215019666102,0.0433907217672547,0,910.875,0.854813438487486
"Monophyllus redmani",0,0.884892086330935,0.740143369175627,0.825268817204301,0.969639468690702,0.12425,0.048134950103549,0.129448448857923,0.0526578949977093,0,907.5,0.854985935350391
"Peropteryx leucoptera",0,0.906988694758479,0.955197132616487,0.804659498207885,0.753320683111954,0.1225,0.0157857618993202,0.140946161498009,0.129399555070132,0,910.125,0.855041502173702
"Rhinophylla fischerae",0,0.692702980472765,0.78673835125448,0.96415770609319,0.98292220113852,0.14525,0.0390484974235291,0.0436124516470554,0.0442663078918082,0,916,0.856630309739739
"Diclidurus isabellus",0,0.943473792394656,0.937275985663082,0.938172043010753,0.610056925996205,0.117583333333333,0.0188712453782856,0.0602800739797681,0.173402432754231,0,913.5,0.857244686766174
"Lionycteris spurrelli",0,0.729701952723535,0.773297491039427,0.93010752688172,0.997153700189753,0.141416666666667,0.0416534884247191,0.065146579233385,0.0301115859805493,0,915.5,0.857565167708609
"Balantiopteryx infusca",0,0.990236382322713,0.986559139784946,0.974910394265233,0.480075901328273,0.107416666666667,0.0085001811460018,0.0368686755982069,0.212330031005898,0,914.625,0.857945454425291
"Eumops hansae",0,0.734326824254882,0.910394265232975,0.979390681003584,0.816888045540797,0.14075,0.0218112673658932,0.0314555198432819,0.107785875575183,0,921.125,0.860249954008059
"Natalus jamaicensis",0,0.987667009249743,0.920698924731183,0.959677419354839,0.574003795066414,0.1075,0.0208320156438778,0.045843363528117,0.181911724902646,0,916.125,0.860511787100545
"Amorphochilus schnablii",0,0.969167523124358,0.983870967741935,0.980286738351254,0.511385199240987,0.11275,0.00898017439680593,0.0308421230520809,0.205193234850054,0,918.5,0.861177607114634
"Molossus barnesi",0,0.912641315519013,0.936379928315412,0.923835125448029,0.675521821631879,0.121833333333333,0.0191847997731731,0.0709157478609377,0.151055205949154,0,919,0.862094547728583
"Vampyressa brocki",0,0.792908530318602,0.775089605734767,0.971326164874552,0.910815939278937,0.135666666666667,0.0415196150914602,0.0401192034859003,0.0774190320645739,0,920.125,0.862535060051715
"Musonycteris harrisoni",0,0.883864337101747,0.823476702508961,0.878136200716846,0.86527514231499,0.124416666666667,0.0346655137091831,0.0974109467489895,0.0904104102312721,0,917.75,0.862688095660636
"Diclidurus ingens",0,0.960945529290853,0.924731182795699,0.924731182795699,0.640417457305503,0.1155,0.0206068381659417,0.0700267911159997,0.162900126060993,0,918.5,0.862706338046938
"Diclidurus scutatus",0,0.918293936279548,0.92831541218638,0.926523297491039,0.679316888045541,0.1205,0.0203649597777178,0.0669281105495622,0.150400602338947,0,919.875,0.863112383500627
"Platalina genovensium",0,0.89054470709147,0.863799283154122,0.813620071684588,0.886148007590133,0.123583333333333,0.0273858137607335,0.134214268030636,0.0851760186671675,0,918.125,0.863528017380078
"Molossops aequatorianus",0,0.942446043165468,0.985663082437276,0.991039426523297,0.536053130929791,0.117833333333333,0.00872136137327454,0.023603141049286,0.195963900834343,0,922,0.863800420763958
"Saccopteryx gymnura",0,0.945015416238438,0.933691756272401,0.989247311827957,0.59392789373814,0.11725,0.0195590845348882,0.0247649906538172,0.176339706913552,0,922.875,0.865470594519234
"Platyrrhinus chocoensis",0,0.880781089414183,0.915770609318996,0.922043010752688,0.746679316888046,0.12475,0.0215476020790323,0.0729739829741633,0.131111054360341,0,923.75,0.866318506593478
"Hipposideros edwardshilli",0,NA,0.934587813620072,0.801075268817204,NA,NA,0.0194980202597845,0.143579850250753,NA,0,968.5,0.867831541218638
"Choeroniscus minor",0,0.673689619732785,0.864695340501792,0.940860215053763,0.996204933586338,0.147583333333333,0.0273726770322423,0.0578515896921245,0.0306181795856694,0,930.125,0.86886252721867
"Vampyressa melissa",0,0.795477903391572,0.814516129032258,0.962365591397849,0.925047438330171,0.1355,0.0359796597152396,0.0437829571911317,0.0708145663795819,0,933,0.874351765537963
"Lonchophylla bokermanni",0,0.912641315519013,0.770609318996416,0.899641577060932,0.917457305502846,0.121833333333333,0.041823396865026,0.0813890391544427,0.074285694637498,0,929.75,0.875087379269802
"Phyllonycteris aphylla",0,NA,0.828853046594982,0.887992831541219,0.9146110056926,NA,0.0332385388292754,0.0896241239642488,0.0758470767562965,0,960,0.8771522946096
"Miniopterus robustior",0,0.996916752312436,0.972222222222222,0.953405017921147,0.609108159392789,0.10275,0.0113810645691907,0.0493011635826417,0.173578868212265,0,940.25,0.882913037962149
"Ariteus flavescens",0,0.881808838643371,0.818996415770609,0.937275985663082,0.913662239089184,0.124666666666667,0.0355341899872747,0.0604462575170942,0.0758947244904558,0,945.25,0.887935869791562
"Monophyllus plethodon",0,0.935251798561151,0.762544802867383,0.900537634408602,0.955407969639469,0.11875,0.0436289637124349,0.0810679231966763,0.0578691657752546,0,943.25,0.888435551369151
"Lophostoma evotis",0,0.806783144912641,0.951612903225806,0.82168458781362,0.977229601518027,0.134666666666667,0.0163959553021096,0.130235498199392,0.0490095302320269,0,948.5,0.889327559367524
"Lophostoma carrikeri",0,0.728160328879753,0.969534050179211,0.916666666666667,0.949715370018975,0.1415,0.011958654333859,0.0756719835852341,0.0615947363939838,0,953.625,0.891019103936152
"Micronycteris hirsuta",0,0.709146968139774,0.96326164874552,0.922939068100358,0.972485768500949,0.143583333333333,0.0142458695969265,0.0718260384955078,0.0523847132339888,0,955,0.89195836337165
"Lasiurus ebenus",0,NA,0.836021505376344,0.949820788530466,NA,NA,0.0317081898173644,0.0519929667739165,NA,0,996.5,0.892921146953405
"Lampronycteris brachyotis",0,0.75950668036999,0.939068100358423,0.915770609318996,0.980075901328273,0.139166666666667,0.0182736256133174,0.0768228380081724,0.0474859340956499,0,960.5,0.898605322843921
"Scleronycteris ega",0,0.855087358684481,0.946236559139785,0.992831541218638,0.824478178368121,0.128666666666667,0.0173505905737291,0.0228162719948901,0.10312133343624,0,966.25,0.904658409352756
"Tomopeas ravus",0,0.987667009249743,0.987455197132617,0.977598566308244,0.671726755218216,0.1075,0.00799121466507053,0.0326315719939054,0.152326499180848,0,965.5,0.906111881977205
"Trinycteris nicefori",0,0.721479958890031,0.975806451612903,0.958781362007168,0.973434535104364,0.14225,0.0104963012814924,0.0459648530438761,0.0516397224884965,0,971.75,0.907375576903617
"Rhogeessa hussoni",0,NA,0.862007168458781,0.957885304659498,NA,NA,0.0276352924730009,0.0464105519873332,NA,0,1015.5,0.90994623655914
"Lonchorhina orinocensis",0,0.778520041109969,0.988351254480287,0.951612903225806,0.924098671726755,0.137166666666667,0.00789451400378593,0.0496061675042912,0.0718636903217837,0,974.125,0.910645717635704
"Lophostoma schulzi",0,0.773895169578623,0.971326164874552,0.96326164874552,0.941176470588235,0.137666666666667,0.0117342560107328,0.043664831064465,0.0634884449527389,0,976,0.912414863446732
"Anoura luismanueli",0,NA,0.923835125448029,0.904121863799283,NA,NA,0.020724391383304,0.0799911699349664,NA,0,1020,0.913978494623656
"Emballonura serii",0,NA,0.922939068100358,0.911290322580645,NA,NA,0.020736631731502,0.0786521856258136,NA,0,1023.5,0.917114695340502
"Lonchophylla dekeyseri",0,0.933710174717369,0.809139784946237,0.982974910394265,0.947817836812144,0.118833333333333,0.036609116609416,0.0284240771547063,0.0619845406946205,0,976.875,0.918410676717504
"Rhinophylla alethina",0,0.885919835560123,0.867383512544803,0.974014336917563,0.94876660341556,0.124083333333333,0.0267614665036345,0.0374044565864686,0.0618174247822176,0,979.25,0.919021072109512
"Lonchorhina fernandezi",0,0.871017471736896,0.997311827956989,0.994623655913978,0.81404174573055,0.126,0.00377566149209865,0.0200305899726052,0.10886090191838,0,982.125,0.919248675334604
"Lonchophylla handleyi",0,0.910585817060637,0.966845878136201,0.935483870967742,0.873814041745731,0.122,0.0132445492288552,0.0626595592916537,0.0887761601790183,0,982.5,0.921682401977578
"Glyphonycteris behnii",0,0.864337101747174,0.991935483870968,0.92921146953405,0.909867172675522,0.12725,0.00649193542515464,0.065514357817508,0.0776059362658163,0,986,0.923837806956928
"Lonchorhina marinkellei",0,0.915724563206578,0.994623655913978,0.956093189964158,0.833017077798861,0.121166666666667,0.00539244935042711,0.0484974545243432,0.10063446084561,0,986.5,0.924864621720894
"Carollia colombiana",0,NA,0.886200716845878,0.973118279569892,NA,NA,0.0246253904245053,0.0388443031111882,NA,0,1037.5,0.929659498207885
"Lonchophylla hesperia",0,0.879753340184995,0.974910394265233,0.969534050179211,0.898481973434535,0.124833333333333,0.0105142111262915,0.0412914963763839,0.0818070279629966,0,993.25,0.930669939515994
"Choeroniscus periosus",0,0.894655704008222,0.967741935483871,0.948924731182796,0.918406072106262,0.12325,0.0130771749232256,0.0521487471254935,0.0737040958303417,0,994.375,0.932432110695288
"Sturnira mistratensis",0,NA,0.92921146953405,0.936379928315412,NA,NA,0.0202106173944761,0.0624552230090555,NA,0,1041,0.932795698924731
"Sturnira nana",0,0.923946557040082,0.875448028673835,0.986559139784946,0.9573055028463,0.12,0.0262600774104684,0.0262907447957332,0.0564187218584634,0,996.5,0.935814807086291
"Micronycteris homezi",0,NA,0.960573476702509,0.948028673835125,0.908918406072106,NA,0.0146562674837032,0.0525630722142384,0.0780528173102293,0,1029.33333333333,0.939173518869914
"Nyctophilus nebulosus",0,NA,0.96415770609319,0.914874551971326,NA,NA,0.0134221574685919,0.0771968041976298,NA,0,1048.5,0.939516129032258
"Mimon koepckeae",0,0.931140801644399,0.99820788530466,0.985663082437276,0.892789373814042,0.119166666666667,0.00377202391506424,0.0271051880116253,0.083280416445223,0,1015.25,0.951950285800094
"Artibeus incomitatus",0,NA,0.931899641577061,0.982078853046595,NA,NA,0.0197839374727587,0.0289257557504112,NA,0,1068,0.956989247311828
"Thyroptera lavali",0,NA,0.970430107526882,0.960573476702509,NA,NA,0.0119544016566542,0.0454462329517984,NA,0,1077.5,0.965501792114695
"Neonycteris pusilla",0,0.905447070914697,0.996415770609319,0.996415770609319,0.975332068311195,0.122583333333333,0.00396163677055458,0.0180120789586867,0.0505430602675637,0,1033.25,0.968402670111133
"Micronycteris sanborni",0,NA,0.993727598566308,0.950716845878136,NA,NA,0.00628966129923746,0.0507517416241915,NA,0,1085,0.972222222222222
"Lonchorhina inusitata",0,NA,0.989247311827957,0.961469534050179,NA,NA,0.00782954041864956,0.0437949300796977,NA,0,1088.5,0.975358422939068
"Myotis cobanensis",0,NA,0.96505376344086,0.981182795698925,0.985768500948767,NA,0.0133222819388826,0.0293788800692688,0.0433188546430304,0,1070.33333333333,0.977335020029517
"Micronycteris brosseti",0,NA,0.992831541218638,0.972222222222222,NA,NA,0.00643105196315761,0.0389870304101791,NA,0,1096.5,0.98252688172043
"Saccopteryx antioquensis",0,NA,0.979390681003584,0.991935483870968,NA,NA,0.00984705107403684,0.0229861996441367,NA,0,1100,0.985663082437276
"Micronycteris matses",0,NA,0.99910394265233,0.997311827956989,NA,NA,0.00244594174700171,0.0164233120458752,NA,0,1114,0.998207885304659
